userId	geneSymbol	geneName	entrezgene	gLink
10652	YKT6	YKT6 v-SNARE homolog	10652	https://www.ncbi.nlm.nih.gov/gene/?term=10652
10654	PMVK	phosphomevalonate kinase	10654	https://www.ncbi.nlm.nih.gov/gene/?term=10654
10656	KHDRBS3	KH RNA binding domain containing, signal transduction associated 3	10656	https://www.ncbi.nlm.nih.gov/gene/?term=10656
10657	KHDRBS1	KH RNA binding domain containing, signal transduction associated 1	10657	https://www.ncbi.nlm.nih.gov/gene/?term=10657
10664	CTCF	CCCTC-binding factor	10664	https://www.ncbi.nlm.nih.gov/gene/?term=10664
10669	CGREF1	cell growth regulator with EF-hand domain 1	10669	https://www.ncbi.nlm.nih.gov/gene/?term=10669
1068	CETN1	centrin 1	1068	https://www.ncbi.nlm.nih.gov/gene/?term=1068
10682	EBP	EBP, cholestenol delta-isomerase	10682	https://www.ncbi.nlm.nih.gov/gene/?term=10682
10686	CLDN16	claudin 16	10686	https://www.ncbi.nlm.nih.gov/gene/?term=10686
1069	CETN2	centrin 2	1069	https://www.ncbi.nlm.nih.gov/gene/?term=1069
10690	FUT9	fucosyltransferase 9	10690	https://www.ncbi.nlm.nih.gov/gene/?term=10690
10693	CCT6B	chaperonin containing TCP1 subunit 6B	10693	https://www.ncbi.nlm.nih.gov/gene/?term=10693
10694	CCT8	chaperonin containing TCP1 subunit 8	10694	https://www.ncbi.nlm.nih.gov/gene/?term=10694
10695	CNPY3	canopy FGF signaling regulator 3	10695	https://www.ncbi.nlm.nih.gov/gene/?term=10695
10699	CORIN	corin, serine peptidase	10699	https://www.ncbi.nlm.nih.gov/gene/?term=10699
10712	FAM189B	family with sequence similarity 189 member B	10712	https://www.ncbi.nlm.nih.gov/gene/?term=10712
10713	USP39	ubiquitin specific peptidase 39	10713	https://www.ncbi.nlm.nih.gov/gene/?term=10713
1072	CFL1	cofilin 1	1072	https://www.ncbi.nlm.nih.gov/gene/?term=1072
10721	POLQ	DNA polymerase theta	10721	https://www.ncbi.nlm.nih.gov/gene/?term=10721
10723	SLC12A7	solute carrier family 12 member 7	10723	https://www.ncbi.nlm.nih.gov/gene/?term=10723
10725	NFAT5	nuclear factor of activated T cells 5	10725	https://www.ncbi.nlm.nih.gov/gene/?term=10725
10726	NUDC	nuclear distribution C, dynein complex regulator	10726	https://www.ncbi.nlm.nih.gov/gene/?term=10726
10728	PTGES3	prostaglandin E synthase 3	10728	https://www.ncbi.nlm.nih.gov/gene/?term=10728
1073	CFL2	cofilin 2	1073	https://www.ncbi.nlm.nih.gov/gene/?term=1073
10732	TCFL5	transcription factor like 5	10732	https://www.ncbi.nlm.nih.gov/gene/?term=10732
10741	RBBP9	RB binding protein 9, serine hydrolase	10741	https://www.ncbi.nlm.nih.gov/gene/?term=10741
10743	RAI1	retinoic acid induced 1	10743	https://www.ncbi.nlm.nih.gov/gene/?term=10743
10745	PHTF1	putative homeodomain transcription factor 1	10745	https://www.ncbi.nlm.nih.gov/gene/?term=10745
10746	MAP3K2	mitogen-activated protein kinase kinase kinase 2	10746	https://www.ncbi.nlm.nih.gov/gene/?term=10746
10752	CHL1	cell adhesion molecule L1 like	10752	https://www.ncbi.nlm.nih.gov/gene/?term=10752
10755	GIPC1	GIPC PDZ domain containing family member 1	10755	https://www.ncbi.nlm.nih.gov/gene/?term=10755
10761	PLAC1	placenta specific 1	10761	https://www.ncbi.nlm.nih.gov/gene/?term=10761
10763	NES	nestin	10763	https://www.ncbi.nlm.nih.gov/gene/?term=10763
10766	TOB2	transducer of ERBB2, 2	10766	https://www.ncbi.nlm.nih.gov/gene/?term=10766
10783	NEK6	NIMA related kinase 6	10783	https://www.ncbi.nlm.nih.gov/gene/?term=10783
10785	WDR4	WD repeat domain 4	10785	https://www.ncbi.nlm.nih.gov/gene/?term=10785
10797	MTHFD2	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase	10797	https://www.ncbi.nlm.nih.gov/gene/?term=10797
10799	RPP40	ribonuclease P/MRP subunit p40	10799	https://www.ncbi.nlm.nih.gov/gene/?term=10799
10801	SEPT9	septin 9	10801	https://www.ncbi.nlm.nih.gov/gene/?term=10801
10808	HSPH1	heat shock protein family H (Hsp110) member 1	10808	https://www.ncbi.nlm.nih.gov/gene/?term=10808
10811	NOXA1	NADPH oxidase activator 1	10811	https://www.ncbi.nlm.nih.gov/gene/?term=10811
10813	UTP14A	UTP14A, small subunit processome component	10813	https://www.ncbi.nlm.nih.gov/gene/?term=10813
10815	CPLX1	complexin 1	10815	https://www.ncbi.nlm.nih.gov/gene/?term=10815
10816	SPINT3	serine peptidase inhibitor, Kunitz type 3	10816	https://www.ncbi.nlm.nih.gov/gene/?term=10816
10817	FRS3	fibroblast growth factor receptor substrate 3	10817	https://www.ncbi.nlm.nih.gov/gene/?term=10817
10821	OR7E12P	olfactory receptor family 7 subfamily E member 12 pseudogene	10821	https://www.ncbi.nlm.nih.gov/gene/?term=10821
10824	DIAPH2-AS1	DIAPH2 antisense RNA 1	10824	https://www.ncbi.nlm.nih.gov/gene/?term=10824
10826	FAXDC2	fatty acid hydroxylase domain containing 2	10826	https://www.ncbi.nlm.nih.gov/gene/?term=10826
10838	ZNF275	zinc finger protein 275	10838	https://www.ncbi.nlm.nih.gov/gene/?term=10838
10848	PPP1R13L	protein phosphatase 1 regulatory subunit 13 like	10848	https://www.ncbi.nlm.nih.gov/gene/?term=10848
10849	CD3EAP	CD3e molecule associated protein	10849	https://www.ncbi.nlm.nih.gov/gene/?term=10849
10850	CCL27	C-C motif chemokine ligand 27	10850	https://www.ncbi.nlm.nih.gov/gene/?term=10850
10858	CYP46A1	cytochrome P450 family 46 subfamily A member 1	10858	https://www.ncbi.nlm.nih.gov/gene/?term=10858
10863	ADAM28	ADAM metallopeptidase domain 28	10863	https://www.ncbi.nlm.nih.gov/gene/?term=10863
10867	TSPAN9	tetraspanin 9	10867	https://www.ncbi.nlm.nih.gov/gene/?term=10867
10868	USP20	ubiquitin specific peptidase 20	10868	https://www.ncbi.nlm.nih.gov/gene/?term=10868
10874	NMU	neuromedin U	10874	https://www.ncbi.nlm.nih.gov/gene/?term=10874
10875	FGL2	fibrinogen like 2	10875	https://www.ncbi.nlm.nih.gov/gene/?term=10875
10878	CFHR3	complement factor H related 3	10878	https://www.ncbi.nlm.nih.gov/gene/?term=10878
10884	MRPS30	mitochondrial ribosomal protein S30	10884	https://www.ncbi.nlm.nih.gov/gene/?term=10884
10885	WDR3	WD repeat domain 3	10885	https://www.ncbi.nlm.nih.gov/gene/?term=10885
10888	GPR83	G protein-coupled receptor 83	10888	https://www.ncbi.nlm.nih.gov/gene/?term=10888
10890	RAB10	RAB10, member RAS oncogene family	10890	https://www.ncbi.nlm.nih.gov/gene/?term=10890
10891	PPARGC1A	PPARG coactivator 1 alpha	10891	https://www.ncbi.nlm.nih.gov/gene/?term=10891
10894	LYVE1	lymphatic vessel endothelial hyaluronan receptor 1	10894	https://www.ncbi.nlm.nih.gov/gene/?term=10894
10896	OCLM	oculomedin	10896	https://www.ncbi.nlm.nih.gov/gene/?term=10896
10897	YIF1A	Yip1 interacting factor homolog A, membrane trafficking protein	10897	https://www.ncbi.nlm.nih.gov/gene/?term=10897
10898	CPSF4	cleavage and polyadenylation specific factor 4	10898	https://www.ncbi.nlm.nih.gov/gene/?term=10898
10899	JTB	jumping translocation breakpoint	10899	https://www.ncbi.nlm.nih.gov/gene/?term=10899
109	ADCY3	adenylate cyclase 3	109	https://www.ncbi.nlm.nih.gov/gene/?term=109
10900	RUNDC3A	RUN domain containing 3A	10900	https://www.ncbi.nlm.nih.gov/gene/?term=10900
10904	BLCAP	BLCAP, apoptosis inducing factor	10904	https://www.ncbi.nlm.nih.gov/gene/?term=10904
10908	PNPLA6	patatin like phospholipase domain containing 6	10908	https://www.ncbi.nlm.nih.gov/gene/?term=10908
10910	SUGT1	SGT1 homolog, MIS12 kinetochore complex assembly cochaperone	10910	https://www.ncbi.nlm.nih.gov/gene/?term=10910
10913	EDAR	ectodysplasin A receptor	10913	https://www.ncbi.nlm.nih.gov/gene/?term=10913
10916	MAGED2	MAGE family member D2	10916	https://www.ncbi.nlm.nih.gov/gene/?term=10916
10917	BTNL3	butyrophilin like 3	10917	https://www.ncbi.nlm.nih.gov/gene/?term=10917
10919	EHMT2	euchromatic histone lysine methyltransferase 2	10919	https://www.ncbi.nlm.nih.gov/gene/?term=10919
10920	COPS8	COP9 signalosome subunit 8	10920	https://www.ncbi.nlm.nih.gov/gene/?term=10920
10921	RNPS1	RNA binding protein with serine rich domain 1	10921	https://www.ncbi.nlm.nih.gov/gene/?term=10921
10922	FASTK	Fas activated serine/threonine kinase	10922	https://www.ncbi.nlm.nih.gov/gene/?term=10922
10924	SMPDL3A	sphingomyelin phosphodiesterase acid like 3A	10924	https://www.ncbi.nlm.nih.gov/gene/?term=10924
10926	DBF4	DBF4 zinc finger	10926	https://www.ncbi.nlm.nih.gov/gene/?term=10926
10928	RALBP1	ralA binding protein 1	10928	https://www.ncbi.nlm.nih.gov/gene/?term=10928
10940	POP1	POP1 homolog, ribonuclease P/MRP subunit	10940	https://www.ncbi.nlm.nih.gov/gene/?term=10940
10943	MSL3	MSL complex subunit 3	10943	https://www.ncbi.nlm.nih.gov/gene/?term=10943
10946	SF3A3	splicing factor 3a subunit 3	10946	https://www.ncbi.nlm.nih.gov/gene/?term=10946
10947	AP3M2	adaptor related protein complex 3 subunit mu 2	10947	https://www.ncbi.nlm.nih.gov/gene/?term=10947
10949	HNRNPA0	heterogeneous nuclear ribonucleoprotein A0	10949	https://www.ncbi.nlm.nih.gov/gene/?term=10949
10951	CBX1	chromobox 1	10951	https://www.ncbi.nlm.nih.gov/gene/?term=10951
10953	TOMM34	translocase of outer mitochondrial membrane 34	10953	https://www.ncbi.nlm.nih.gov/gene/?term=10953
10971	YWHAQ	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein theta	10971	https://www.ncbi.nlm.nih.gov/gene/?term=10971
10973	ASCC3	activating signal cointegrator 1 complex subunit 3	10973	https://www.ncbi.nlm.nih.gov/gene/?term=10973
10980	COPS6	COP9 signalosome subunit 6	10980	https://www.ncbi.nlm.nih.gov/gene/?term=10980
10985	GCN1	GCN1, eIF2 alpha kinase activator homolog	10985	https://www.ncbi.nlm.nih.gov/gene/?term=10985
10987	COPS5	COP9 signalosome subunit 5	10987	https://www.ncbi.nlm.nih.gov/gene/?term=10987
10990	LILRB5	leukocyte immunoglobulin like receptor B5	10990	https://www.ncbi.nlm.nih.gov/gene/?term=10990
10992	SF3B2	splicing factor 3b subunit 2	10992	https://www.ncbi.nlm.nih.gov/gene/?term=10992
10993	SDS	serine dehydratase	10993	https://www.ncbi.nlm.nih.gov/gene/?term=10993
10998	SLC27A5	solute carrier family 27 member 5	10998	https://www.ncbi.nlm.nih.gov/gene/?term=10998
10999	SLC27A4	solute carrier family 27 member 4	10999	https://www.ncbi.nlm.nih.gov/gene/?term=10999
11004	KIF2C	kinesin family member 2C	11004	https://www.ncbi.nlm.nih.gov/gene/?term=11004
11009	IL24	interleukin 24	11009	https://www.ncbi.nlm.nih.gov/gene/?term=11009
11014	KDELR2	KDEL endoplasmic reticulum protein retention receptor 2	11014	https://www.ncbi.nlm.nih.gov/gene/?term=11014
11018	TMED1	transmembrane p24 trafficking protein 1	11018	https://www.ncbi.nlm.nih.gov/gene/?term=11018
11022	TDRKH	tudor and KH domain containing	11022	https://www.ncbi.nlm.nih.gov/gene/?term=11022
1103	CHAT	choline O-acetyltransferase	1103	https://www.ncbi.nlm.nih.gov/gene/?term=1103
11033	ADAP1	ArfGAP with dual PH domains 1	11033	https://www.ncbi.nlm.nih.gov/gene/?term=11033
11036	GTF2A1L	general transcription factor IIA subunit 1 like	11036	https://www.ncbi.nlm.nih.gov/gene/?term=11036
1104	RCC1	regulator of chromosome condensation 1	1104	https://www.ncbi.nlm.nih.gov/gene/?term=1104
11044	TENT4A	terminal nucleotidyltransferase 4A	11044	https://www.ncbi.nlm.nih.gov/gene/?term=11044
11045	UPK1A	uroplakin 1A	11045	https://www.ncbi.nlm.nih.gov/gene/?term=11045
11047	ADRM1	adhesion regulating molecule 1	11047	https://www.ncbi.nlm.nih.gov/gene/?term=11047
11054	OGFR	opioid growth factor receptor	11054	https://www.ncbi.nlm.nih.gov/gene/?term=11054
11062	DUS4L	dihydrouridine synthase 4 like	11062	https://www.ncbi.nlm.nih.gov/gene/?term=11062
11065	UBE2C	ubiquitin conjugating enzyme E2 C	11065	https://www.ncbi.nlm.nih.gov/gene/?term=11065
11066	SNRNP35	small nuclear ribonucleoprotein U11/U12 subunit 35	11066	https://www.ncbi.nlm.nih.gov/gene/?term=11066
11072	DUSP14	dual specificity phosphatase 14	11072	https://www.ncbi.nlm.nih.gov/gene/?term=11072
11073	TOPBP1	DNA topoisomerase II binding protein 1	11073	https://www.ncbi.nlm.nih.gov/gene/?term=11073
11075	STMN2	stathmin 2	11075	https://www.ncbi.nlm.nih.gov/gene/?term=11075
11077	HSF2BP	heat shock transcription factor 2 binding protein	11077	https://www.ncbi.nlm.nih.gov/gene/?term=11077
11080	DNAJB4	DnaJ heat shock protein family (Hsp40) member B4	11080	https://www.ncbi.nlm.nih.gov/gene/?term=11080
11081	KERA	keratocan	11081	https://www.ncbi.nlm.nih.gov/gene/?term=11081
11082	ESM1	endothelial cell specific molecule 1	11082	https://www.ncbi.nlm.nih.gov/gene/?term=11082
11083	DIDO1	death inducer-obliterator 1	11083	https://www.ncbi.nlm.nih.gov/gene/?term=11083
11091	WDR5	WD repeat domain 5	11091	https://www.ncbi.nlm.nih.gov/gene/?term=11091
11097	NUPL2	nucleoporin like 2	11097	https://www.ncbi.nlm.nih.gov/gene/?term=11097
11099	PTPN21	protein tyrosine phosphatase, non-receptor type 21	11099	https://www.ncbi.nlm.nih.gov/gene/?term=11099
11100	HNRNPUL1	heterogeneous nuclear ribonucleoprotein U like 1	11100	https://www.ncbi.nlm.nih.gov/gene/?term=11100
11101	ATE1	arginyltransferase 1	11101	https://www.ncbi.nlm.nih.gov/gene/?term=11101
11104	KATNA1	katanin catalytic subunit A1	11104	https://www.ncbi.nlm.nih.gov/gene/?term=11104
11108	PRDM4	PR/SET domain 4	11108	https://www.ncbi.nlm.nih.gov/gene/?term=11108
1111	CHEK1	checkpoint kinase 1	1111	https://www.ncbi.nlm.nih.gov/gene/?term=1111
1112	FOXN3	forkhead box N3	1112	https://www.ncbi.nlm.nih.gov/gene/?term=1112
11122	PTPRT	protein tyrosine phosphatase, receptor type T	11122	https://www.ncbi.nlm.nih.gov/gene/?term=11122
11126	CD160	CD160 molecule	11126	https://www.ncbi.nlm.nih.gov/gene/?term=11126
11127	KIF3A	kinesin family member 3A	11127	https://www.ncbi.nlm.nih.gov/gene/?term=11127
11128	POLR3A	RNA polymerase III subunit A	11128	https://www.ncbi.nlm.nih.gov/gene/?term=11128
11129	CLASRP	CLK4 associating serine/arginine rich protein	11129	https://www.ncbi.nlm.nih.gov/gene/?term=11129
1113	CHGA	chromogranin A	1113	https://www.ncbi.nlm.nih.gov/gene/?term=1113
11130	ZWINT	ZW10 interacting kinetochore protein	11130	https://www.ncbi.nlm.nih.gov/gene/?term=11130
11133	KPTN	kaptin, actin binding protein	11133	https://www.ncbi.nlm.nih.gov/gene/?term=11133
11135	CDC42EP1	CDC42 effector protein 1	11135	https://www.ncbi.nlm.nih.gov/gene/?term=11135
11137	PWP1	PWP1 homolog, endonuclein	11137	https://www.ncbi.nlm.nih.gov/gene/?term=11137
1114	CHGB	chromogranin B	1114	https://www.ncbi.nlm.nih.gov/gene/?term=1114
11140	CDC37	cell division cycle 37	11140	https://www.ncbi.nlm.nih.gov/gene/?term=11140
11143	KAT7	lysine acetyltransferase 7	11143	https://www.ncbi.nlm.nih.gov/gene/?term=11143
11146	GLMN	glomulin, FKBP associated protein	11146	https://www.ncbi.nlm.nih.gov/gene/?term=11146
11148	HHLA2	HERV-H LTR-associating 2	11148	https://www.ncbi.nlm.nih.gov/gene/?term=11148
11152	WDR45	WD repeat domain 45	11152	https://www.ncbi.nlm.nih.gov/gene/?term=11152
11153	FICD	FIC domain containing	11153	https://www.ncbi.nlm.nih.gov/gene/?term=11153
11156	PTP4A3	protein tyrosine phosphatase type IVA, member 3	11156	https://www.ncbi.nlm.nih.gov/gene/?term=11156
11157	LSM6	LSM6 homolog, U6 small nuclear RNA and mRNA degradation associated	11157	https://www.ncbi.nlm.nih.gov/gene/?term=11157
1116	CHI3L1	chitinase 3 like 1	1116	https://www.ncbi.nlm.nih.gov/gene/?term=1116
11164	NUDT5	nudix hydrolase 5	11164	https://www.ncbi.nlm.nih.gov/gene/?term=11164
11168	PSIP1	PC4 and SFRS1 interacting protein 1	11168	https://www.ncbi.nlm.nih.gov/gene/?term=11168
11169	WDHD1	WD repeat and HMG-box DNA binding protein 1	11169	https://www.ncbi.nlm.nih.gov/gene/?term=11169
11170	FAM107A	family with sequence similarity 107 member A	11170	https://www.ncbi.nlm.nih.gov/gene/?term=11170
11174	ADAMTS6	ADAM metallopeptidase with thrombospondin type 1 motif 6	11174	https://www.ncbi.nlm.nih.gov/gene/?term=11174
11176	BAZ2A	bromodomain adjacent to zinc finger domain 2A	11176	https://www.ncbi.nlm.nih.gov/gene/?term=11176
11180	WDR6	WD repeat domain 6	11180	https://www.ncbi.nlm.nih.gov/gene/?term=11180
11184	MAP4K1	mitogen-activated protein kinase kinase kinase kinase 1	11184	https://www.ncbi.nlm.nih.gov/gene/?term=11184
11186	RASSF1	Ras association domain family member 1	11186	https://www.ncbi.nlm.nih.gov/gene/?term=11186
11187	PKP3	plakophilin 3	11187	https://www.ncbi.nlm.nih.gov/gene/?term=11187
11190	CEP250	centrosomal protein 250	11190	https://www.ncbi.nlm.nih.gov/gene/?term=11190
11194	ABCB8	ATP binding cassette subfamily B member 8	11194	https://www.ncbi.nlm.nih.gov/gene/?term=11194
11200	CHEK2	checkpoint kinase 2	11200	https://www.ncbi.nlm.nih.gov/gene/?term=11200
11202	KLK8	kallikrein related peptidase 8	11202	https://www.ncbi.nlm.nih.gov/gene/?term=11202
11218	DDX20	DEAD-box helicase 20	11218	https://www.ncbi.nlm.nih.gov/gene/?term=11218
1122	CHML	CHM like, Rab escort protein 2	1122	https://www.ncbi.nlm.nih.gov/gene/?term=1122
11222	MRPL3	mitochondrial ribosomal protein L3	11222	https://www.ncbi.nlm.nih.gov/gene/?term=11222
11224	RPL35	ribosomal protein L35	11224	https://www.ncbi.nlm.nih.gov/gene/?term=11224
11226	GALNT6	polypeptide N-acetylgalactosaminyltransferase 6	11226	https://www.ncbi.nlm.nih.gov/gene/?term=11226
1123	CHN1	chimerin 1	1123	https://www.ncbi.nlm.nih.gov/gene/?term=1123
11230	PRAF2	PRA1 domain family member 2	11230	https://www.ncbi.nlm.nih.gov/gene/?term=11230
11232	POLG2	DNA polymerase gamma 2, accessory subunit	11232	https://www.ncbi.nlm.nih.gov/gene/?term=11232
11235	PDCD10	programmed cell death 10	11235	https://www.ncbi.nlm.nih.gov/gene/?term=11235
11237	RNF24	ring finger protein 24	11237	https://www.ncbi.nlm.nih.gov/gene/?term=11237
11240	PADI2	peptidyl arginine deiminase 2	11240	https://www.ncbi.nlm.nih.gov/gene/?term=11240
11245	GPR176	G protein-coupled receptor 176	11245	https://www.ncbi.nlm.nih.gov/gene/?term=11245
112479	ERI2	ERI1 exoribonuclease family member 2	112479	https://www.ncbi.nlm.nih.gov/gene/?term=112479
11253	MAN1B1	mannosidase alpha class 1B member 1	11253	https://www.ncbi.nlm.nih.gov/gene/?term=11253
112574	SNX18	sorting nexin 18	112574	https://www.ncbi.nlm.nih.gov/gene/?term=112574
11260	XPOT	exportin for tRNA	11260	https://www.ncbi.nlm.nih.gov/gene/?term=11260
112611	RWDD2A	RWD domain containing 2A	112611	https://www.ncbi.nlm.nih.gov/gene/?term=112611
112616	CMTM7	CKLF like MARVEL transmembrane domain containing 7	112616	https://www.ncbi.nlm.nih.gov/gene/?term=112616
11264	PXMP4	peroxisomal membrane protein 4	11264	https://www.ncbi.nlm.nih.gov/gene/?term=11264
11266	DUSP12	dual specificity phosphatase 12	11266	https://www.ncbi.nlm.nih.gov/gene/?term=11266
11267	SNF8	SNF8, ESCRT-II complex subunit	11267	https://www.ncbi.nlm.nih.gov/gene/?term=11267
11270	NRM	nurim	11270	https://www.ncbi.nlm.nih.gov/gene/?term=11270
112744	IL17F	interleukin 17F	112744	https://www.ncbi.nlm.nih.gov/gene/?term=112744
112802	KRT71	keratin 71	112802	https://www.ncbi.nlm.nih.gov/gene/?term=112802
112812	FDX2	ferredoxin 2	112812	https://www.ncbi.nlm.nih.gov/gene/?term=112812
11283	CYP4F8	cytochrome P450 family 4 subfamily F member 8	11283	https://www.ncbi.nlm.nih.gov/gene/?term=11283
11284	PNKP	polynucleotide kinase 3'-phosphatase	11284	https://www.ncbi.nlm.nih.gov/gene/?term=11284
11285	B4GALT7	beta-1,4-galactosyltransferase 7	11285	https://www.ncbi.nlm.nih.gov/gene/?term=11285
112858	TP53RK	TP53 regulating kinase	112858	https://www.ncbi.nlm.nih.gov/gene/?term=112858
1129	CHRM2	cholinergic receptor muscarinic 2	1129	https://www.ncbi.nlm.nih.gov/gene/?term=1129
112939	NACC1	nucleus accumbens associated 1	112939	https://www.ncbi.nlm.nih.gov/gene/?term=112939
113000	RPUSD1	RNA pseudouridine synthase domain containing 1	113000	https://www.ncbi.nlm.nih.gov/gene/?term=113000
11311	VPS45	vacuolar protein sorting 45 homolog	11311	https://www.ncbi.nlm.nih.gov/gene/?term=11311
113115	MTFR2	mitochondrial fission regulator 2	113115	https://www.ncbi.nlm.nih.gov/gene/?term=113115
11313	LYPLA2	lysophospholipase 2	11313	https://www.ncbi.nlm.nih.gov/gene/?term=11313
113130	CDCA5	cell division cycle associated 5	113130	https://www.ncbi.nlm.nih.gov/gene/?term=113130
11315	PARK7	Parkinsonism associated deglycase	11315	https://www.ncbi.nlm.nih.gov/gene/?term=11315
11316	COPE	coatomer protein complex subunit epsilon	11316	https://www.ncbi.nlm.nih.gov/gene/?term=11316
113174	SAAL1	serum amyloid A like 1	113174	https://www.ncbi.nlm.nih.gov/gene/?term=113174
113178	SCAMP4	secretory carrier membrane protein 4	113178	https://www.ncbi.nlm.nih.gov/gene/?term=113178
11319	ECD	ecdysoneless cell cycle regulator	11319	https://www.ncbi.nlm.nih.gov/gene/?term=11319
1132	CHRM4	cholinergic receptor muscarinic 4	1132	https://www.ncbi.nlm.nih.gov/gene/?term=1132
11321	GPN1	GPN-loop GTPase 1	11321	https://www.ncbi.nlm.nih.gov/gene/?term=11321
11322	TMC6	transmembrane channel like 6	11322	https://www.ncbi.nlm.nih.gov/gene/?term=11322
113220	KIF12	kinesin family member 12	113220	https://www.ncbi.nlm.nih.gov/gene/?term=113220
113251	LARP4	La ribonucleoprotein domain family member 4	113251	https://www.ncbi.nlm.nih.gov/gene/?term=113251
11326	VSIG4	V-set and immunoglobulin domain containing 4	11326	https://www.ncbi.nlm.nih.gov/gene/?term=11326
11328	FKBP9	FKBP prolyl isomerase 9	11328	https://www.ncbi.nlm.nih.gov/gene/?term=11328
1133	CHRM5	cholinergic receptor muscarinic 5	1133	https://www.ncbi.nlm.nih.gov/gene/?term=1133
11330	CTRC	chymotrypsin C	11330	https://www.ncbi.nlm.nih.gov/gene/?term=11330
11331	PHB2	prohibitin 2	11331	https://www.ncbi.nlm.nih.gov/gene/?term=11331
11332	ACOT7	acyl-CoA thioesterase 7	11332	https://www.ncbi.nlm.nih.gov/gene/?term=11332
11333	PDAP1	PDGFA associated protein 1	11333	https://www.ncbi.nlm.nih.gov/gene/?term=11333
11334	TUSC2	tumor suppressor 2, mitochondrial calcium regulator	11334	https://www.ncbi.nlm.nih.gov/gene/?term=11334
11335	CBX3	chromobox 3	11335	https://www.ncbi.nlm.nih.gov/gene/?term=11335
11336	EXOC3	exocyst complex component 3	11336	https://www.ncbi.nlm.nih.gov/gene/?term=11336
11338	U2AF2	U2 small nuclear RNA auxiliary factor 2	11338	https://www.ncbi.nlm.nih.gov/gene/?term=11338
11339	OIP5	Opa interacting protein 5	11339	https://www.ncbi.nlm.nih.gov/gene/?term=11339
11340	EXOSC8	exosome component 8	11340	https://www.ncbi.nlm.nih.gov/gene/?term=11340
113419	TEX261	testis expressed 261	113419	https://www.ncbi.nlm.nih.gov/gene/?term=113419
11344	TWF2	twinfilin actin binding protein 2	11344	https://www.ncbi.nlm.nih.gov/gene/?term=11344
1135	CHRNA2	cholinergic receptor nicotinic alpha 2 subunit	1135	https://www.ncbi.nlm.nih.gov/gene/?term=1135
1136	CHRNA3	cholinergic receptor nicotinic alpha 3 subunit	1136	https://www.ncbi.nlm.nih.gov/gene/?term=1136
113655	MFSD3	major facilitator superfamily domain containing 3	113655	https://www.ncbi.nlm.nih.gov/gene/?term=113655
113763	ZBED6CL	ZBED6 C-terminal like	113763	https://www.ncbi.nlm.nih.gov/gene/?term=113763
1138	CHRNA5	cholinergic receptor nicotinic alpha 5 subunit	1138	https://www.ncbi.nlm.nih.gov/gene/?term=1138
113802	HENMT1	HEN methyltransferase 1	113802	https://www.ncbi.nlm.nih.gov/gene/?term=113802
113828	FAM83F	family with sequence similarity 83 member F	113828	https://www.ncbi.nlm.nih.gov/gene/?term=113828
114034	TOE1	target of EGR1, exonuclease	114034	https://www.ncbi.nlm.nih.gov/gene/?term=114034
114131	UCN3	urocortin 3	114131	https://www.ncbi.nlm.nih.gov/gene/?term=114131
114132	SIGLEC11	sialic acid binding Ig like lectin 11	114132	https://www.ncbi.nlm.nih.gov/gene/?term=114132
114299	PALM2	paralemmin 2	114299	https://www.ncbi.nlm.nih.gov/gene/?term=114299
1144	CHRND	cholinergic receptor nicotinic delta subunit	1144	https://www.ncbi.nlm.nih.gov/gene/?term=1144
1145	CHRNE	cholinergic receptor nicotinic epsilon subunit	1145	https://www.ncbi.nlm.nih.gov/gene/?term=1145
114569	MAL2	mal, T cell differentiation protein 2 (gene/pseudogene)	114569	https://www.ncbi.nlm.nih.gov/gene/?term=114569
114571	SLC22A9	solute carrier family 22 member 9	114571	https://www.ncbi.nlm.nih.gov/gene/?term=114571
1146	CHRNG	cholinergic receptor nicotinic gamma subunit	1146	https://www.ncbi.nlm.nih.gov/gene/?term=1146
114758	CSPG4P1Y	CSPG4 pseudogene 1 Y-linked	114758	https://www.ncbi.nlm.nih.gov/gene/?term=114758
114770	PGLYRP2	peptidoglycan recognition protein 2	114770	https://www.ncbi.nlm.nih.gov/gene/?term=114770
114786	XKR4	XK related 4	114786	https://www.ncbi.nlm.nih.gov/gene/?term=114786
114790	STK11IP	serine/threonine kinase 11 interacting protein	114790	https://www.ncbi.nlm.nih.gov/gene/?term=114790
114793	FMNL2	formin like 2	114793	https://www.ncbi.nlm.nih.gov/gene/?term=114793
114805	GALNT13	polypeptide N-acetylgalactosaminyltransferase 13	114805	https://www.ncbi.nlm.nih.gov/gene/?term=114805
114814	GNRHR2	gonadotropin releasing hormone receptor 2 (pseudogene)	114814	https://www.ncbi.nlm.nih.gov/gene/?term=114814
114815	SORCS1	sortilin related VPS10 domain containing receptor 1	114815	https://www.ncbi.nlm.nih.gov/gene/?term=114815
114822	RHPN1	rhophilin Rho GTPase binding protein 1	114822	https://www.ncbi.nlm.nih.gov/gene/?term=114822
114827	FHAD1	forkhead associated phosphopeptide binding domain 1	114827	https://www.ncbi.nlm.nih.gov/gene/?term=114827
114876	OSBPL1A	oxysterol binding protein like 1A	114876	https://www.ncbi.nlm.nih.gov/gene/?term=114876
114897	C1QTNF1	C1q and TNF related 1	114897	https://www.ncbi.nlm.nih.gov/gene/?term=114897
